id,Rain,Temp Min,Date,Month,Year,is_rainy,is_winter,is_summer
21605,0,19.79999924,25,2,2010,0,1,0
21606,0,20.96999931,26,2,2010,0,1,0
21607,0,20.84000015,27,2,2010,0,1,0
21608,0,19.80999947,28,2,2010,0,1,0
21609,0,19.65999985,1,3,2010,0,0,1
21610,0,20.25,2,3,2010,0,0,1
21611,0,21.14999962,3,3,2010,0,0,1
21612,0,21.97999954,4,3,2010,0,0,1
21613,0,22.02000046,5,3,2010,0,0,1
21614,0,22.02000046,6,3,2010,0,0,1
21615,0,23.57999992,7,3,2010,0,0,1
21616,0,21.43000031,8,3,2010,0,0,1
21617,0,22.56999969,9,3,2010,0,0,1
21618,0,22.96999931,10,3,2010,0,0,1
21619,0,23.44000053,11,3,2010,0,0,1
21620,0,22.71999931,12,3,2010,0,0,1
21621,0,22.85000038,13,3,2010,0,0,1
21622,0,22.65999985,14,3,2010,0,0,1
21623,0,22.02000046,15,3,2010,0,0,1
21624,0,20.67000008,16,3,2010,0,0,1
21625,0,22.14999962,17,3,2010,0,0,1
21626,0,22.53000069,18,3,2010,0,0,1
21627,0,21.62000084,19,3,2010,0,0,1
21628,0,21.69000053,20,3,2010,0,0,1
21629,0,21.79000092,21,3,2010,0,0,1
21630,0,21.65999985,22,3,2010,0,0,1
21631,0,21.94000053,23,3,2010,0,0,1
21632,0,22.21999931,24,3,2010,0,0,1
21633,0,23.26000023,25,3,2010,0,0,1
21634,0,23.10000038,26,3,2010,0,0,1
21635,0,23.09000015,27,3,2010,0,0,1
21636,0,24.65999985,28,3,2010,0,0,1
21637,0,24.92000008,29,3,2010,0,0,1
21638,0,25.32999992,30,3,2010,0,0,1
21639,0,23.59000015,31,3,2010,0,0,1
21640,0,23.06999969,1,4,2010,0,0,1
21641,0,22.06999969,2,4,2010,0,0,1
21642,0,23.27000046,3,4,2010,0,0,1
21643,0,24.31999969,4,4,2010,0,0,1
21644,0,24.61000061,5,4,2010,0,0,1
21645,0,24.51000023,6,4,2010,0,0,1
21646,0,24.14999962,7,4,2010,0,0,1
21647,0,24.14999962,8,4,2010,0,0,1
21648,0,24.13999939,9,4,2010,0,0,1
21649,0,25.54999924,10,4,2010,0,0,1
21650,0,24.79000092,11,4,2010,0,0,1
21651,0,25.96999931,12,4,2010,0,0,1
21652,0,26.45999908,13,4,2010,0,0,1
21653,0,26.20000076,14,4,2010,0,0,1
21654,0,25.38999939,15,4,2010,0,0,1
21655,0,26.20999908,16,4,2010,0,0,1
21656,0,25.22999954,17,4,2010,0,0,1
21657,0,26.14999962,18,4,2010,0,0,1
21658,0,26.95000076,19,4,2010,0,0,1
21659,0,27.14999962,20,4,2010,0,0,1
21660,0,26.20000076,21,4,2010,0,0,1
21661,0,26.45000076,22,4,2010,0,0,1
21662,0,28.27000046,23,4,2010,0,0,1
21663,0,25.34000015,24,4,2010,0,0,1
21664,0,26.04000092,25,4,2010,0,0,1
21665,0,26.77000046,26,4,2010,0,0,1
21666,5.704706669,24.65999985,27,4,2010,0,0,1
21667,0.807675064,26.75,28,4,2010,0,0,1
21668,0.567408621,26.11000061,29,4,2010,0,0,1
21669,0,24.5,30,4,2010,0,0,1
21670,1.392317295,25.94000053,1,5,2010,0,0,1
21671,0,24.47999954,2,5,2010,0,0,1
21672,0,23.68000031,3,5,2010,0,0,1
21673,0.986224711,24.25,4,5,2010,0,0,1
21674,0,24.87000084,5,5,2010,0,0,1
21675,0,25.30999947,6,5,2010,0,0,1
21676,0,26.84000015,7,5,2010,0,0,1
21677,5.850205898,25.54999924,8,5,2010,0,0,1
21678,0,26.13999939,9,5,2010,0,0,1
21679,0,26.90999985,10,5,2010,0,0,1
21680,0,27.71999931,11,5,2010,0,0,1
21681,0,26.79000092,12,5,2010,0,0,1
21682,0,27.77000046,13,5,2010,0,0,1
21683,0,28.27000046,14,5,2010,0,0,1
21684,2.910138845,25.14999962,15,5,2010,0,0,1
21685,0,26.51000023,16,5,2010,0,0,1
21686,1.940092683,27.07999992,17,5,2010,0,0,1
21687,0,27.11000061,18,5,2010,0,0,1
21688,2.885882139,25.80999947,19,5,2010,0,0,1
21689,0,26.87999916,20,5,2010,0,0,1
21690,7.946387768,25.06999969,21,5,2010,0,0,1
21691,0.735553741,24.54000092,22,5,2010,0,0,1
21692,1.477780461,24.79999924,23,5,2010,0,0,1
21693,0.885100007,26.29999924,24,5,2010,0,0,1
21694,0,27.96999931,25,5,2010,0,0,1
21695,0,27.56999969,26,5,2010,0,0,1
21696,0,27.04999924,27,5,2010,0,0,1
21697,0,27.90999985,28,5,2010,0,0,1
21698,0,28.06999969,29,5,2010,0,0,1
21699,0,27.48999977,30,5,2010,0,0,1
21700,0.119678296,27.85000038,31,5,2010,0,0,1
21701,0,27.11000061,1,6,2010,0,0,1
21702,7.274561405,26.65999985,2,6,2010,0,0,1
21703,0,26.42000008,3,6,2010,0,0,1
21704,0.446317494,27.55999947,4,6,2010,0,0,1
21705,0,26.05999947,5,6,2010,0,0,1
21706,0,26.47999954,6,6,2010,0,0,1
21707,0,26.65999985,7,6,2010,0,0,1
21708,0,26.76000023,8,6,2010,0,0,1
21709,0.59092325,26.43000031,9,6,2010,0,0,1
21710,0.615270615,25.60000038,10,6,2010,0,0,1
21711,7.963901043,25.46999931,11,6,2010,0,0,1
21712,11.23971462,24.54999924,12,6,2010,0,0,1
21713,9.091477394,23.45999908,13,6,2010,0,0,1
21714,10.54896259,23.71999931,14,6,2010,0,0,1
21715,0.758552194,23.65999985,15,6,2010,0,0,1
21716,0.269108325,23.56999969,16,6,2010,0,0,1
21717,1.056959391,23.30999947,17,6,2010,0,0,1
21718,5.940969467,23.28000069,18,6,2010,0,0,1
21719,51.88702393,22.77000046,19,6,2010,0,0,1
21720,13.39456844,22.77000046,20,6,2010,0,0,1
21721,14.03226185,23.46999931,21,6,2010,0,0,1
21722,0,24.79999924,22,6,2010,0,0,1
21723,0,24.60000038,23,6,2010,0,0,1
21724,0,24.07999992,24,6,2010,0,0,1
21725,32.93943787,23.57999992,25,6,2010,0,0,1
21726,0,24.12000084,26,6,2010,0,0,1
21727,0,24.77000046,27,6,2010,0,0,1
21728,0,25.43000031,28,6,2010,0,0,1
21729,0,24.89999962,29,6,2010,0,0,1
21730,0,25.20000076,30,6,2010,0,0,1
21731,2.555412531,24.05999947,1,7,2010,1,0,0
21732,44.80766296,22.54000092,2,7,2010,1,0,0
21733,0.380708635,22.59000015,3,7,2010,1,0,0
21734,0,23.10000038,4,7,2010,1,0,0
21735,0,24.51000023,5,7,2010,1,0,0
21736,66.56339264,22.55999947,6,7,2010,1,0,0
21737,17.78226471,23.46999931,7,7,2010,1,0,0
21738,19.52408409,22.53000069,8,7,2010,1,0,0
21739,2.768813848,22.65999985,9,7,2010,1,0,0
21740,0,23.69000053,10,7,2010,1,0,0
21741,28.79823303,23.55999947,11,7,2010,1,0,0
21742,15.33761692,23.98999977,12,7,2010,1,0,0
21743,0.110016845,23.45000076,13,7,2010,1,0,0
21744,0,24.59000015,14,7,2010,1,0,0
21745,0,24.27000046,15,7,2010,1,0,0
21746,6.868374348,23.27000046,16,7,2010,1,0,0
21747,0,23.65999985,17,7,2010,1,0,0
21748,0.360289156,22.60000038,18,7,2010,1,0,0
21749,0,23.48999977,19,7,2010,1,0,0
21750,0,23.87000084,20,7,2010,1,0,0
21751,25.74587822,22.79999924,21,7,2010,1,0,0
21752,6.336396217,22.13999939,22,7,2010,1,0,0
21753,1.619711161,23.06999969,23,7,2010,1,0,0
21754,23.59494972,22.13999939,24,7,2010,1,0,0
21755,20.4306736,21.29999924,25,7,2010,1,0,0
21756,9.199028015,21.37000084,26,7,2010,1,0,0
21757,0,22.32999992,27,7,2010,1,0,0
21758,0,22.40999985,28,7,2010,1,0,0
21759,8.63490963,22.07999992,29,7,2010,1,0,0
21760,8.893278122,21.68000031,30,7,2010,1,0,0
21761,0.67617029,22.38999939,31,7,2010,1,0,0
21762,0,22.15999985,1,8,2010,1,0,0
21763,0,22.39999962,2,8,2010,1,0,0
21764,0,22.63999939,3,8,2010,1,0,0
21765,11.49454212,22.43000031,4,8,2010,1,0,0
21766,0,22.05999947,5,8,2010,1,0,0
21767,9.803092003,21.59000015,6,8,2010,1,0,0
21768,7.044931412,21.06999969,7,8,2010,1,0,0
21769,0,21.95999908,8,8,2010,1,0,0
21770,0.538551152,21.64999962,9,8,2010,1,0,0
21771,0,22.44000053,10,8,2010,1,0,0
21772,0.642384231,23.29000092,11,8,2010,1,0,0
21773,1.109199882,23.02000046,12,8,2010,1,0,0
21774,4.384766102,22.42000008,13,8,2010,1,0,0
21775,7.229962826,22.93000031,14,8,2010,1,0,0
21776,4.901788235,22.79000092,15,8,2010,1,0,0
21777,41.47642899,22.29999924,16,8,2010,1,0,0
21778,4.29268074,22.53000069,17,8,2010,1,0,0
21779,27.91411781,22.5,18,8,2010,1,0,0
21780,6.81455183,22.87000084,19,8,2010,1,0,0
21781,20.81685829,22.32999992,20,8,2010,1,0,0
21782,7.261696339,22.37000084,21,8,2010,1,0,0
21783,7.636366844,22.18000031,22,8,2010,1,0,0
21784,0.687434256,22.95999908,23,8,2010,1,0,0
21785,10.73619556,21.95999908,24,8,2010,1,0,0
21786,32.97052002,21.56999969,25,8,2010,1,0,0
21787,63.72801208,21.73999977,26,8,2010,1,0,0
21788,0.938025296,21.89999962,27,8,2010,1,0,0
21789,0,22.26000023,28,8,2010,1,0,0
21790,3.844843864,22.30999947,29,8,2010,1,0,0
21791,4.389219284,21.81999969,30,8,2010,1,0,0
21792,2.705609083,21.26000023,31,8,2010,1,0,0
21793,0,21.90999985,1,9,2010,1,0,0
21794,1.255267978,22.62999916,2,9,2010,1,0,0
21795,1.165624619,21.73999977,3,9,2010,1,0,0
21796,13.31150055,21.30999947,4,9,2010,1,0,0
21797,9.895781517,21.10000038,5,9,2010,1,0,0
21798,2.067443848,21.93000031,6,9,2010,1,0,0
21799,34.75010681,21.03000069,7,9,2010,1,0,0
21800,7.436728954,21.01000023,8,9,2010,1,0,0
21801,8.778140068,21.21999931,9,9,2010,1,0,0
21802,2.2524755,21.44000053,10,9,2010,1,0,0
21803,0,22.39999962,11,9,2010,1,0,0
21804,0,22.10000038,12,9,2010,1,0,0
21805,0,22.43000031,13,9,2010,1,0,0
21806,7.19527483,22.13999939,14,9,2010,1,0,0
21807,13.13487625,21.30999947,15,9,2010,1,0,0
21808,4.27746582,21.34000015,16,9,2010,1,0,0
21809,5.628715038,21.25,17,9,2010,1,0,0
21810,2.234161377,21.48999977,18,9,2010,1,0,0
21811,0.823419869,21.51000023,19,9,2010,1,0,0
21812,0,22.11000061,20,9,2010,1,0,0
21813,0,22.39999962,21,9,2010,1,0,0
21814,28.2909584,22.96999931,22,9,2010,1,0,0
21815,11.3435955,22.17000008,23,9,2010,1,0,0
21816,9.766906738,22.25,24,9,2010,1,0,0
21817,15.95170879,21.15999985,25,9,2010,1,0,0
21818,23.67624283,22.26000023,26,9,2010,1,0,0
21819,6.045559883,22.14999962,27,9,2010,1,0,0
21820,0,22.37000084,28,9,2010,1,0,0
21821,0,22.76000023,29,9,2010,1,0,0
21822,1.897950292,21.94000053,30,9,2010,1,0,0
21823,0,20.54000092,1,10,2010,1,0,0
21824,0,22.28000069,2,10,2010,1,0,0
21825,1.317751646,22.12999916,3,10,2010,1,0,0
21826,0,22.55999947,4,10,2010,1,0,0
21827,0.48846215,21.86000061,5,10,2010,1,0,0
21828,0.502107143,21.90999985,6,10,2010,1,0,0
21829,0,21.45000076,7,10,2010,1,0,0
21830,0,21.78000069,8,10,2010,1,0,0
21831,0,21.25,9,10,2010,1,0,0
21832,0,21.05999947,10,10,2010,1,0,0
21833,0,21.07999992,11,10,2010,1,0,0
21834,2.692755699,20.96999931,12,10,2010,1,0,0
21835,0,20.28000069,13,10,2010,1,0,0
21836,0,20.29000092,14,10,2010,1,0,0
21837,0,21.18000031,15,10,2010,1,0,0
21838,0,21.17000008,16,10,2010,1,0,0
21839,20.22723198,20.30999947,17,10,2010,1,0,0
21840,13.97407055,21.07999992,18,10,2010,1,0,0
21841,0.212598577,21.23999977,19,10,2010,1,0,0
21842,0,21.54999924,20,10,2010,1,0,0
21843,1.438368917,21.48999977,21,10,2010,1,0,0
21844,0,21.79999924,22,10,2010,1,0,0
21845,4.242654324,21.69000053,23,10,2010,1,0,0
21846,28.93502998,20.96999931,24,10,2010,1,0,0
21847,0,20.07999992,25,10,2010,1,0,0
21848,0,20.45000076,26,10,2010,1,0,0
21849,0,19.61000061,27,10,2010,1,0,0
21850,0,18.02000046,28,10,2010,1,0,0
21851,0,17.68000031,29,10,2010,1,0,0
21852,0,20.29999924,30,10,2010,1,0,0
21853,2.971806765,19.79000092,31,10,2010,1,0,0
21854,1.065573096,19,1,11,2010,1,0,0
21855,0,19.04999924,2,11,2010,1,0,0
21856,5.789255619,19.92000008,3,11,2010,1,0,0
21857,1.355415702,19.97999954,4,11,2010,1,0,0
21858,6.302651882,20.38999939,5,11,2010,1,0,0
21859,1.017942786,18.65999985,6,11,2010,1,0,0
21860,0,18.07999992,7,11,2010,1,0,0
21861,2.514071941,19.62999916,8,11,2010,1,0,0
21862,15.38306332,20.09000015,9,11,2010,1,0,0
21863,13.43863583,20.30999947,10,11,2010,1,0,0
21864,0,20.19000053,11,11,2010,1,0,0
21865,0,20.92000008,12,11,2010,1,0,0
21866,0,20.20000076,13,11,2010,1,0,0
21867,0,20.79000092,14,11,2010,1,0,0
21868,12.25041199,20.68000031,15,11,2010,1,0,0
21869,0,19.90999985,16,11,2010,1,0,0
21870,0.147730812,20.17000008,17,11,2010,1,0,0
21871,1.494108677,20.70999908,18,11,2010,1,0,0
21872,0,19.95000076,19,11,2010,1,0,0
21873,0,19.89999962,20,11,2010,1,0,0
21874,1.759328961,20.04000092,21,11,2010,1,0,0
21875,0,19.97999954,22,11,2010,1,0,0
21876,0,18.96999931,23,11,2010,1,0,0
21877,0,18.60000038,24,11,2010,1,0,0
21878,0,20.14999962,25,11,2010,1,0,0
21879,0,18.85000038,26,11,2010,1,0,0
21880,0,17.94000053,27,11,2010,1,0,0
21881,0,18.42000008,28,11,2010,1,0,0
21882,0,18.64999962,29,11,2010,1,0,0
21883,0,17.57999992,30,11,2010,1,0,0
21884,0,17.20000076,1,12,2010,0,1,0
21885,0,18.18000031,2,12,2010,0,1,0
21886,0,18.82999992,3,12,2010,0,1,0
21887,0,17.39999962,4,12,2010,0,1,0
21888,0,16.92000008,5,12,2010,0,1,0
21889,0,17.29999924,6,12,2010,0,1,0
21890,0,16.98999977,7,12,2010,0,1,0
21891,10.07553577,17.87999916,8,12,2010,0,1,0
21892,0,18.15999985,9,12,2010,0,1,0
21893,0,18.09000015,10,12,2010,0,1,0
21894,1.750386834,17.87000084,11,12,2010,0,1,0
21895,0,17.23999977,12,12,2010,0,1,0
21896,0,15.67000008,13,12,2010,0,1,0
21897,0,15.97999954,14,12,2010,0,1,0
21898,0,16.15999985,15,12,2010,0,1,0
21899,0,14.25,16,12,2010,0,1,0
21900,0,13.19999981,17,12,2010,0,1,0
21901,0,12.35000038,18,12,2010,0,1,0
21902,0,11.43999958,19,12,2010,0,1,0
21903,0,11.76000023,20,12,2010,0,1,0
21904,0,10.93000031,21,12,2010,0,1,0
21905,0,10.77999973,22,12,2010,0,1,0
21906,0,11.14999962,23,12,2010,0,1,0
21907,0,12.23999977,24,12,2010,0,1,0
21908,0,11.82999992,25,12,2010,0,1,0
21909,0,12.27000046,26,12,2010,0,1,0
21910,0,12.38000011,27,12,2010,0,1,0
21911,0,13.19999981,28,12,2010,0,1,0
21912,0,13.60000038,29,12,2010,0,1,0
21913,0,14.47000027,30,12,2010,0,1,0
21914,0,14.90999985,31,12,2010,0,1,0
21915,0,15.47999954,1,1,2011,0,1,0
21916,0,14.38000011,2,1,2011,0,1,0
21917,0,14.98999977,3,1,2011,0,1,0
21918,0,16.09000015,4,1,2011,0,1,0
21919,0,14.15999985,5,1,2011,0,1,0
21920,0,10.53999996,6,1,2011,0,1,0
21921,0,9.68999958,7,1,2011,0,1,0
21922,0,10.43999958,8,1,2011,0,1,0
21923,0,11,9,1,2011,0,1,0
21924,0,10.34000015,10,1,2011,0,1,0
21925,0,9.649999619,11,1,2011,0,1,0
21926,0,9.460000038,12,1,2011,0,1,0
21927,0,10.07999992,13,1,2011,0,1,0
21928,0,11.47999954,14,1,2011,0,1,0
21929,0,12.10000038,15,1,2011,0,1,0
21930,0,12.56000042,16,1,2011,0,1,0
21931,0,13.06000042,17,1,2011,0,1,0
21932,0,13.43000031,18,1,2011,0,1,0
21933,0,13.10999966,19,1,2011,0,1,0
21934,0,13.39999962,20,1,2011,0,1,0
21935,0,12.60999966,21,1,2011,0,1,0
21936,0,11.89000034,22,1,2011,0,1,0
21937,0,12.88000011,23,1,2011,0,1,0
21938,0,13.27000046,24,1,2011,0,1,0
21939,0,13.71000004,25,1,2011,0,1,0
21940,0,13.56000042,26,1,2011,0,1,0
21941,0,14.68999958,27,1,2011,0,1,0
21942,0,14.14000034,28,1,2011,0,1,0
21943,0,14.89000034,29,1,2011,0,1,0
21944,0,14.30000019,30,1,2011,0,1,0
21945,0,15.31999969,31,1,2011,0,1,0
21946,0,14.77000046,1,2,2011,0,1,0
21947,0,15.13000011,2,2,2011,0,1,0
21948,0,14.73999977,3,2,2011,0,1,0
21949,0,14.35999966,4,2,2011,0,1,0
21950,0,13.78999996,5,2,2011,0,1,0
21951,0,13.5,6,2,2011,0,1,0
21952,0,14.97000027,7,2,2011,0,1,0
21953,0,14.22999954,8,2,2011,0,1,0
21954,0,14.25,9,2,2011,0,1,0
21955,0,14.56000042,10,2,2011,0,1,0
21956,0,15.10000038,11,2,2011,0,1,0
21957,0,14.98999977,12,2,2011,0,1,0
21958,0,15.10000038,13,2,2011,0,1,0
21959,0,15.71000004,14,2,2011,0,1,0
21960,0,15.18000031,15,2,2011,0,1,0
21961,0,17.12999916,16,2,2011,0,1,0
21962,0,17.52000046,17,2,2011,0,1,0
21963,0,17.48999977,18,2,2011,0,1,0
21964,0,17.80999947,19,2,2011,0,1,0
21965,0,19.98999977,20,2,2011,0,1,0
21966,15.6832037,18.63999939,21,2,2011,0,1,0
21967,1.382715344,18.20000076,22,2,2011,0,1,0
21968,0,18.44000053,23,2,2011,0,1,0
21969,0,19.12000084,24,2,2011,0,1,0
21970,0,20.36000061,25,2,2011,0,1,0
21971,5.506473064,19.67000008,26,2,2011,0,1,0
21972,0.225991204,19.10000038,27,2,2011,0,1,0
21973,0,19.19000053,28,2,2011,0,1,0
21974,0,18.25,1,3,2011,0,0,1
21975,0,18.67000008,2,3,2011,0,0,1
21976,0,19.72999954,3,3,2011,0,0,1
21977,0,18.57999992,4,3,2011,0,0,1
21978,0,19.27000046,5,3,2011,0,0,1
21979,0,18.79999924,6,3,2011,0,0,1
21980,0,18.96999931,7,3,2011,0,0,1
21981,0,20.62000084,8,3,2011,0,0,1
21982,0,21.63999939,9,3,2011,0,0,1
21983,0,22.39999962,10,3,2011,0,0,1
21984,0,21.38999939,11,3,2011,0,0,1
21985,0,20.70999908,12,3,2011,0,0,1
21986,0,20.94000053,13,3,2011,0,0,1
21987,0,20.61000061,14,3,2011,0,0,1
21988,0,20.87000084,15,3,2011,0,0,1
21989,0,20.02000046,16,3,2011,0,0,1
21990,0,20.53000069,17,3,2011,0,0,1
21991,0,19.87000084,18,3,2011,0,0,1
21992,0,20.72999954,19,3,2011,0,0,1
21993,0,20.73999977,20,3,2011,0,0,1
21994,0,21.22999954,21,3,2011,0,0,1
21995,0,21.92000008,22,3,2011,0,0,1
21996,0,22.54000092,23,3,2011,0,0,1
21997,0,23.62999916,24,3,2011,0,0,1
21998,0,22.62999916,25,3,2011,0,0,1
21999,0,22.37000084,26,3,2011,0,0,1
22000,2.4321661,21.09000015,27,3,2011,0,0,1
22001,0,21.20999908,28,3,2011,0,0,1
22002,0,20.52000046,29,3,2011,0,0,1
22003,0,22.26000023,30,3,2011,0,0,1
22004,0,21.55999947,31,3,2011,0,0,1
22005,0,20.59000015,1,4,2011,0,0,1
22006,0,20.98999977,2,4,2011,0,0,1
22007,0,21.80999947,3,4,2011,0,0,1
22008,0,22.54999924,4,4,2011,0,0,1
22009,0,22.01000023,5,4,2011,0,0,1
22010,0,22.88999939,6,4,2011,0,0,1
22011,0,23.26000023,7,4,2011,0,0,1
22012,0,22.97999954,8,4,2011,0,0,1
22013,0,22.97999954,9,4,2011,0,0,1
22014,0,22.89999962,10,4,2011,0,0,1
22015,0,21.98999977,11,4,2011,0,0,1
22016,0,23.46999931,12,4,2011,0,0,1
22017,0,23.70999908,13,4,2011,0,0,1
22018,0.112995602,23.46999931,14,4,2011,0,0,1
22019,0,23.29000092,15,4,2011,0,0,1
22020,0.621949553,23.64999962,16,4,2011,0,0,1
22021,0,24.54000092,17,4,2011,0,0,1
22022,0,23.40999985,18,4,2011,0,0,1
22023,0,24.60000038,19,4,2011,0,0,1
22024,0,22.44000053,20,4,2011,0,0,1
22025,0,23.56999969,21,4,2011,0,0,1
22026,1.202361226,20.64999962,22,4,2011,0,0,1
22027,0,21.95999908,23,4,2011,0,0,1
22028,0,23.06999969,24,4,2011,0,0,1
22029,0,23.64999962,25,4,2011,0,0,1
22030,0,23.89999962,26,4,2011,0,0,1
22031,0,23.97999954,27,4,2011,0,0,1
22032,0,24.26000023,28,4,2011,0,0,1
22033,0,24.27000046,29,4,2011,0,0,1
22034,0,25.13999939,30,4,2011,0,0,1
22035,0,24.97999954,1,5,2011,0,0,1
22036,0,24.15999985,2,5,2011,0,0,1
22037,0,25.07999992,3,5,2011,0,0,1
22038,0,25.45999908,4,5,2011,0,0,1
22039,0,24.86000061,5,5,2011,0,0,1
22040,0,25.20000076,6,5,2011,0,0,1
22041,0,26.03000069,7,5,2011,0,0,1
22042,0,25.54000092,8,5,2011,0,0,1
22043,0,26.39999962,9,5,2011,0,0,1
22044,0.300590307,25.45000076,10,5,2011,0,0,1
22045,0,25.68000031,11,5,2011,0,0,1
22046,0,25.88999939,12,5,2011,0,0,1
22047,0,26.35000038,13,5,2011,0,0,1
22048,0,27.01000023,14,5,2011,0,0,1
22049,0,26.20999908,15,5,2011,0,0,1
22050,0,26.31999969,16,5,2011,0,0,1
22051,0,26.62000084,17,5,2011,0,0,1
22052,0,26.10000038,18,5,2011,0,0,1
22053,0,26.64999962,19,5,2011,0,0,1
22054,0,26.62000084,20,5,2011,0,0,1
22055,0,25.51000023,21,5,2011,0,0,1
22056,0,25.80999947,22,5,2011,0,0,1
22057,0,26.54999924,23,5,2011,0,0,1
22058,0,26.78000069,24,5,2011,0,0,1
22059,0,26.5,25,5,2011,0,0,1
22060,0,24.34000015,26,5,2011,0,0,1
22061,0,26.45999908,27,5,2011,0,0,1
22062,1.530405402,24.06999969,28,5,2011,0,0,1
22063,0,25.76000023,29,5,2011,0,0,1
22064,0.300590307,25.61000061,30,5,2011,0,0,1
22065,0,26.38999939,31,5,2011,0,0,1
22066,0.300590307,25.97999954,1,6,2011,0,0,1
22067,13.1818161,23.94000053,2,6,2011,0,0,1
22068,0,24.72999954,3,6,2011,0,0,1
22069,0.673971891,24.21999931,4,6,2011,0,0,1
22070,0,24.94000053,5,6,2011,0,0,1
22071,0,24.45000076,6,6,2011,0,0,1
22072,0,23.93000031,7,6,2011,0,0,1
22073,14.49887753,23.79000092,8,6,2011,0,0,1
22074,1.839769721,23.89999962,9,6,2011,0,0,1
22075,0,23.87999916,10,6,2011,0,0,1
22076,3.832634687,23.26000023,11,6,2011,0,0,1
22077,0,23.64999962,12,6,2011,0,0,1
22078,0,24.47999954,13,6,2011,0,0,1
22079,0,24.23999977,14,6,2011,0,0,1
22080,0.436787605,23.37999916,15,6,2011,0,0,1
22081,2.587541103,23.07999992,16,6,2011,0,0,1
22082,2.238660574,23.44000053,17,6,2011,0,0,1
22083,2.227616549,23.39999962,18,6,2011,0,0,1
22084,0,24.17000008,19,6,2011,0,0,1
22085,0,23.76000023,20,6,2011,0,0,1
22086,0.67619592,23.48999977,21,6,2011,0,0,1
22087,0,23.52000046,22,6,2011,0,0,1
22088,0.480944484,23.82999992,23,6,2011,0,0,1
22089,0,24.37000084,24,6,2011,0,0,1
22090,0,24.29999924,25,6,2011,0,0,1
22091,0,23.88999939,26,6,2011,0,0,1
22092,2.255802393,23.38999939,27,6,2011,0,0,1
22093,4.041002274,23.43000031,28,6,2011,0,0,1
22094,0.87467432,23.37999916,29,6,2011,0,0,1
22095,0,23.65999985,30,6,2011,0,0,1
22096,0,23.87000084,1,7,2011,1,0,0
22097,2.078439236,23.69000053,2,7,2011,1,0,0
22098,1.459640026,23.14999962,3,7,2011,1,0,0
22099,32.22390366,22.67000008,4,7,2011,1,0,0
22100,0.357088089,22.12999916,5,7,2011,1,0,0
22101,6.995805264,22.11000061,6,7,2011,1,0,0
22102,4.458427429,21.93000031,7,7,2011,1,0,0
22103,0,22.17000008,8,7,2011,1,0,0
22104,0,22.56999969,9,7,2011,1,0,0
